Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47
"1,618","13,670,665",FALSE,140320274,1000,STASSNEY,LN,45,FALSE,30.21065081,-97.78710017,2,0,1,0,1,0,1,0,Motorcycle & Passenger car,POINT (-97.78710017 30.21065081),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 01 02:12:00 AM,2014 Feb 01 08:12:00 AM,FALSE,FALSE,0,,"250,000","270,000",799733C0D0,1,1000 W STASSNEY LN,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
"1,024","13,659,619",FALSE,140270789,1640,CHIPPEWAY,LN,25,FALSE,30.20403399,-97.79938088,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.79938088 30.20403399),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 27 12:23:00 PM,2014 Jan 27 06:23:00 PM,FALSE,FALSE,0,,"20,000","20,000",3AB7A4C240,1,1640 CHIPPEWAY LN,ONE MOTOR VEHICLE - GOING STRAIGHT
"3,215","13,711,309",FALSE,140451287,21400,12TH,ST,30,FALSE,30.27455125,-97.71480675,0,0,0,0,2,2,0,0,Large passenger vehicle & Passenger car,POINT (-97.71480675 30.27455125),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 14 04:09:00 PM,2014 Feb 14 10:09:00 PM,FALSE,FALSE,0,,"20,000","80,000",3EA379C0BC,1,21400 E 12TH ST,ONE MOTOR VEHICLE - GOING STRAIGHT
"1,185","13,663,383",FALSE,140131784,2500,LAMAR BLVD,BLVD,35,FALSE,30.29149771,-97.75066356,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.75066356 30.29149771),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 13 09:19:00 PM,2014 Jan 14 03:19:00 AM,FALSE,FALSE,0,,"20,000","20,000",386BABAC5F,1,2500 N LAMAR BLVD,ONE MOTOR VEHICLE - GOING STRAIGHT
616,"13,647,819",FALSE,140091225,9300,RESEARCH BLVD NB,BLVD,60,FALSE,30.38060476,-97.74100246,5,0,0,0,3,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.74100246 30.38060476),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 09 04:35:00 PM,2014 Jan 09 10:35:00 PM,FALSE,FALSE,0,,"20,000","60,000",CC8575911B,1,9300 RESEARCH BLVD NB BLVD,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END
"2,338","13,688,421",FALSE,140331129,6700,ED BLUESTEIN BLVD NB,BLVD,55,FALSE,30.31048477,-97.66223248,2,0,2,0,1,0,2,0,Large passenger vehicle & Passenger car,POINT (-97.66223248 30.31048477),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 02 06:12:00 PM,2014 Feb 03 12:12:00 AM,FALSE,FALSE,0,,"250,000","520,000",671C47B0AB66,1,ED BLUESTEIN BLVD NB BLVD & LOYOLA LN,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE
"1,166","13,663,325",FALSE,140111955,12900,NOT REPORTED,HWY,65,FALSE,30.43508598,-97.77132127,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.77132127 30.43508598),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 11 10:46:00 PM,2014 Jan 12 04:46:00 AM,FALSE,FALSE,0,,"20,000","40,000",9999829B897,2,12900 US 183,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END
"2,537","13,694,205",FALSE,140371053,3800,DUVAL RD,RD,35,FALSE,30.41178544,-97.72339815,3,0,0,1,1,0,1,0,Motorcycle & Passenger car,POINT (-97.72339815 30.41178544),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 06 04:30:00 PM,2014 Feb 06 10:30:00 PM,FALSE,FALSE,0,,"200,000","220,000",74333D80E4,1,DUVAL RD & ASPENDALE DR,ANGLE - ONE STRAIGHT-ONE LEFT TURN
"1,559","13,668,576",FALSE,140301763,5500,NOT REPORTED,HWY,45,FALSE,30.23660535,-97.83985156,5,0,0,0,2,0,0,0,Motor vehicle – other & Passenger car,POINT (-97.83985156 30.23660535),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 30 10:12:00 PM,2014 Jan 31 04:12:00 AM,FALSE,FALSE,0,,"20,000","40,000",B5EF3E2E00,1,US 290 SVRD & MONTEREY OAKS BLVD,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE
"2,134","13,684,749",FALSE,140281825,7600,NOT REPORTED,HWY,65,FALSE,30.33796451,-97.70088649,5,0,0,0,3,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.70088649 30.33796451),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 28 10:18:00 PM,2014 Jan 29 04:18:00 AM,FALSE,FALSE,0,,"20,000","60,000",061348B2BCF,2,7600 IH 35,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END
"2,630","13,698,166",FALSE,140481216,6000,NOT REPORTED,HWY,70,FALSE,30.1963494,-97.76579181,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.76579181 30.1963494),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Feb 17 05:35:00 PM,2014 Feb 17 11:35:00 PM,FALSE,FALSE,0,,"20,000","20,000",399ACAE7E4B,2,6000 IH 35,ONE MOTOR VEHICLE - GOING STRAIGHT
46,"13,626,780",FALSE,140031330,4700,CONGRESS,AVE,40,FALSE,30.21523029,-97.76878252,0,0,0,0,2,1,0,0,Large passenger vehicle & Passenger car,POINT (-97.76878252 30.21523029),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 03 05:13:00 PM,2014 Jan 03 11:13:00 PM,FALSE,FALSE,0,,"20,000","60,000",E640F44546,1,4700 S CONGRESS AVE,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE
"3,032","13,707,774",FALSE,140130950,8200,N CAPITAL OF TEXAS HWY,HWY,60,FALSE,30.3818723,-97.77301918,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.77301918 30.3818723),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 13 01:22:00 PM,2014 Jan 13 07:22:00 PM,FALSE,FALSE,0,,"20,000","40,000",A9795D02AD2,1,8200 N CAPITAL OF TEXAS HWY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
"1,982","13,680,087",FALSE,140270772,6800,LAMAR,BLVD,40,FALSE,30.33596704,-97.72001383,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.72001383 30.33596704),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 27 11:47:00 AM,2014 Jan 27 05:47:00 PM,FALSE,FALSE,0,,"20,000","40,000",2A8B2FBFB4,1,6800 N LAMAR BLVD,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END
"3,210","13,711,304",FALSE,140451024,700,CONGRESS,AVE,30,FALSE,30.26925448,-97.74236084,3,0,0,1,3,0,1,0,Bicycle & Passenger car,POINT (-97.74236084 30.26925448),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 14 01:46:00 PM,2014 Feb 14 07:46:00 PM,FALSE,FALSE,0,,"200,000","260,000",06299E2C99,1,700 CONGRESS AVE,ONE MOTOR VEHICLE - TURNING RIGHT
782,"13,652,787",FALSE,140070707,7500,NOT REPORTED,HWY,55,FALSE,30.36969741,-97.78802217,2,0,1,0,1,0,1,0,Bicycle & Passenger car,POINT (-97.78802217 30.36969741),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 07 12:24:00 PM,2014 Jan 07 06:24:00 PM,FALSE,FALSE,0,,"250,000","270,000",962AF8E62248,1,7500 LOOP 360,ONE MOTOR VEHICLE - TURNING RIGHT
781,"13,652,786",FALSE,140161091,13600,NOT REPORTED,HWY,70,FALSE,30.42353109,-97.67170766,3,0,0,1,0,0,1,0,Passenger car,POINT (-97.67170766 30.42353109),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 16 03:33:00 PM,2014 Jan 16 09:33:00 PM,FALSE,FALSE,0,,"200,000","200,000",90E6322AA0D,2,13600 IH 35,ONE MOTOR VEHICLE - GOING STRAIGHT
130,"13,632,371",FALSE,140080343,7600,NOT REPORTED,HWY,70,FALSE,30.33586927,-97.70220894,5,0,0,0,5,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.70220894 30.33586927),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 08 08:06:00 AM,2014 Jan 08 02:06:00 PM,FALSE,FALSE,0,,"20,000","100,000",061348B2BCF,2,7600 IH 35,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END
"2,070","13,683,585",FALSE,140251125,5300,NOT REPORTED,EXPY,65,FALSE,30.33508505,-97.75558521,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.75558521 30.33508505),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 25 04:38:00 PM,2014 Jan 25 10:38:00 PM,FALSE,FALSE,0,,"20,000","20,000",9E521D0D10F,2,5300 LOOP 1,ONE MOTOR VEHICLE - GOING STRAIGHT
"1,074","13,662,068",FALSE,140280514,3200,NOT REPORTED,EXPY,65,FALSE,30.22371667,-97.7470924,5,0,0,0,2,0,0,0,Large passenger vehicle & Motor vehicle – other,POINT (-97.7470924 30.22371667),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 28 08:11:00 AM,2014 Jan 28 02:11:00 PM,FALSE,FALSE,0,,"20,000","40,000",C63064D4A38,2,3200 IH 35,ONE MOTOR VEHICLE - GOING STRAIGHT
"3,066","13,708,036",FALSE,140460265,7703,PEACEFUL HILL LN,LN,30,FALSE,30.18300974,-97.78725265,0,0,0,0,0,1,0,0,Motor vehicle – other & Passenger car,POINT (-97.78725265 30.18300974),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 15 01:57:00 AM,2014 Feb 15 07:57:00 AM,FALSE,FALSE,0,,"20,000","20,000",CF537AEE67,1,7703 PEACEFUL HILL LN,ONE MOTOR VEHICLE - GOING STRAIGHT
"2,125","13,684,740",FALSE,140280624,12700,RESEARCH BLVD NB,BLVD,65,FALSE,30.43234113,-97.76660564,1,1,0,0,0,0,1,0,Large passenger vehicle,POINT (-97.76660564 30.43234113),0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 28 09:18:00 AM,2014 Jan 28 03:18:00 PM,FALSE,FALSE,0,,"3,000,000","3,000,000",65A3BCE870,1,12700 RESEARCH BLVD NB BLVD,ONE MOTOR VEHICLE - GOING STRAIGHT
960,"13,658,653",FALSE,140211420,2800,MANCHACA,RD,40,FALSE,30.24267253,-97.78164358,3,0,0,1,1,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.78164358 30.24267253),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 21 07:23:00 PM,2014 Jan 22 01:23:00 AM,FALSE,FALSE,0,,"200,000","220,000",430A28EF69,1,2800 MANCHACA RD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
"1,508","13,668,491",FALSE,140171311,4400,AIRPORT,BLVD,45,FALSE,30.30034477,-97.71293247,2,0,1,0,2,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.71293247 30.30034477),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 17 04:43:00 PM,2014 Jan 17 10:43:00 PM,FALSE,FALSE,0,,"250,000","290,000",1968FF9296,1,AIRPORT BLVD & PARKWOOD RD,SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN
"3,120","13,709,194",FALSE,140421651,2600,BAXTER,DR,25,FALSE,30.21377566,-97.81007074,0,0,0,0,0,2,0,0,Large passenger vehicle & Passenger car,POINT (-97.81007074 30.21377566),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 11 11:45:00 PM,2014 Feb 12 05:45:00 AM,FALSE,FALSE,0,,"20,000","40,000",11FC62AE03,1,2600 BAXTER DR,ONE MOTOR VEHICLE - GOING STRAIGHT
"1,795","13,676,402",FALSE,140241094,6705,US 290,HWY,45,FALSE,30.23405479,-97.86800706,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.86800706 30.23405479),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 24 03:39:00 PM,2014 Jan 24 09:39:00 PM,FALSE,FALSE,0,,"20,000","40,000",5AFF0328CD9,2,6705 W US 290,OPPOSITE DIRECTION - BOTH GOING STRAIGHT
"1,962","13,679,879",FALSE,140231795,4400,NOT REPORTED,HWY,65,FALSE,30.30544173,-97.75815894,5,0,0,0,1,0,0,0,Large passenger vehicle,POINT (-97.75815894 30.30544173),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 23 10:17:00 PM,2014 Jan 24 04:17:00 AM,FALSE,FALSE,0,,"20,000","20,000",4DFC1611E82,2,4400 LOOP 1,ONE MOTOR VEHICLE - GOING STRAIGHT
711,"13,650,716",FALSE,140030660,1200,BARBARA JORDAN,BLVD,30,FALSE,30.30655183,-97.70892573,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.70892573 30.30655183),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 03 10:42:00 AM,2014 Jan 03 04:42:00 PM,FALSE,FALSE,0,,"20,000","40,000",0ABE8CC48A,1,1200 BARBARA JORDAN BLVD,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN
"2,425","13,690,998",FALSE,140341167,5700,AIRPORT,BLVD,45,FALSE,30.32134477,-97.71352247,2,0,1,0,1,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.71352247 30.32134477),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 03 04:26:00 PM,2014 Feb 03 10:26:00 PM,FALSE,FALSE,0,,"250,000","270,000",AA5DCB36EE,1,5700 AIRPORT BLVD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
"2,677","13,699,844",FALSE,140381495,9410,DESSAU,RD,40,FALSE,30.3510917,-97.675896,5,0,0,0,3,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.675896 30.3510917),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 07 09:19:00 PM,2014 Feb 08 03:19:00 AM,FALSE,FALSE,0,,"20,000","60,000",11B50D803D,1,DESSAU RD & E RUNDBERG LN,ANGLE - ONE LEFT TURN-ONE STOPPED
"2,249","13,687,933",FALSE,140301829,4700,NOT REPORTED,HWY,60,FALSE,30.30625695,-97.7124405,3,0,0,1,3,0,1,0,Large passenger vehicle & Other/Unknown & Passenger car,POINT (-97.7124405 30.30625695),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 30 10:28:00 PM,2014 Jan 31 04:28:00 AM,FALSE,FALSE,0,,"200,000","260,000",3CA1816E768,2,4700 FM 35,ONE MOTOR VEHICLE - GOING STRAIGHT
"1,733","13,673,491",FALSE,140220355,13700,RESEARCH BLVD,BLVD,65,FALSE,30.39970708,-97.74639397,2,0,1,0,2,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.74639397 30.39970708),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 22 07:48:00 AM,2014 Jan 22 01:48:00 PM,FALSE,FALSE,0,,"250,000","290,000",2F4EC19D93,1,13700 RESEARCH BLVD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
"1,523","13,668,518",FALSE,140190785,7300,NOT REPORTED,RD,55,FALSE,30.40664198,-97.85249995,2,0,1,0,1,0,1,0,Motorcycle & Passenger car,POINT (-97.85249995 30.40664198),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 19 11:50:00 AM,2014 Jan 19 05:50:00 PM,FALSE,FALSE,0,,"250,000","270,000",83EE9759CE5,1,FM 620 & FOUR POINTS DR,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN
823,"13,653,535",FALSE,140101246,1200,LAMAR,BLVD,35,FALSE,30.27774884,-97.75100786,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.75100786 30.27774884),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 10 04:29:00 PM,2014 Jan 10 10:29:00 PM,FALSE,FALSE,0,,"20,000","40,000",71DE4EB93C,1,1200 N LAMAR BLVD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
"1,668","13,671,391",FALSE,140191230,11300,PTARMIGAN DR,DR,25,FALSE,30.39037368,-97.7032051,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.7032051 30.39037368),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 19 06:01:00 PM,2014 Jan 20 12:01:00 AM,FALSE,FALSE,0,,"20,000","20,000",6369EEE450,1,11300 PTARMIGAN DR,ONE MOTOR VEHICLE - GOING STRAIGHT
"1,883","13,679,358",FALSE,140230462,1000,PARMER,LN,50,FALSE,30.40792399,-97.67450171,0,0,0,0,1,1,0,0,Large passenger vehicle & Passenger car,POINT (-97.67450171 30.40792399),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 23 08:14:00 AM,2014 Jan 23 02:14:00 PM,FALSE,FALSE,0,,"20,000","40,000",B1136FA93E,1,1000 W PARMER LN,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
"3,493","13,718,352",FALSE,140520436,11400,METRIC,BLVD,45,FALSE,30.39307039,-97.70786085,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.70786085 30.39307039),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 21 07:57:00 AM,2014 Feb 21 01:57:00 PM,FALSE,FALSE,0,,"20,000","40,000",36BC17F9D5,1,11400 METRIC BLVD,ONE MOTOR VEHICLE - GOING STRAIGHT
"2,272","13,688,057",FALSE,1410291187,1500,LAMAR,BLVD,35,FALSE,30.2796497,-97.75052232,3,0,0,2,1,0,2,0,Passenger car,POINT (-97.75052232 30.2796497),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 29 04:35:00 PM,2014 Jan 29 10:35:00 PM,FALSE,FALSE,0,,"200,000","420,000",125004868E,1,1500 N LAMAR BLVD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
"2,060","13,683,575",FALSE,140250635,7600,NOT REPORTED,BLVD,45,TRUE,30.21847507,-97.6909343,3,0,0,1,3,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.6909343 30.21847507),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 25 10:46:00 AM,2014 Jan 25 04:46:00 PM,FALSE,FALSE,0,,"200,000","260,000",8ED49CC14B8,2,STATE HIGHWAY 71 & E RIVERSIDE DR,SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN
"2,464","13,691,097",FALSE,140461063,1000,ANDERSON MILL,RD,45,FALSE,30.35304945,-97.71439747,5,0,0,0,3,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.71439747 30.35304945),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 15 01:36:00 PM,2014 Feb 15 07:36:00 PM,FALSE,FALSE,0,,"20,000","60,000",0ACD1DBDAB,1,1000 S ANDERSON MILL RD,ANGLE - BOTH GOING STRAIGHT
"1,470","13,668,408",FALSE,140141077,9300,ANDERSON MILL,RD,40,FALSE,30.45040442,-97.78519269,3,0,0,1,1,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.78519269 30.45040442),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 14 02:45:00 PM,2014 Jan 14 08:45:00 PM,FALSE,FALSE,0,,"200,000","220,000",D4CF469DEC,1,9300 ANDERSON MILL RD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
836,"13,653,552",FALSE,140221433,4000,SLAUGHTER,LN,45,FALSE,30.18780765,-97.85584701,3,0,0,2,0,0,2,0,Large passenger vehicle & Passenger car,POINT (-97.85584701 30.18780765),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 22 07:19:00 PM,2014 Jan 23 01:19:00 AM,FALSE,FALSE,0,,"200,000","400,000",C53C20B762,1,W SLAUGHTER LN & CAMDEN APARTMENTS PRIVATE DRIVE RD,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN
"2,913","13,705,125",FALSE,140301695,8300,BEN WHITE,BLVD,60,FALSE,30.20918609,-97.65115898,2,0,1,0,0,0,1,0,Motorcycle,POINT (-97.65115898 30.20918609),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 30 09:27:00 PM,2014 Jan 31 03:27:00 AM,FALSE,FALSE,0,,"250,000","250,000",B62FB9A7E1,1,8300 E BEN WHITE BLVD,ONE MOTOR VEHICLE - TURNING RIGHT
"2,949","13,705,310",FALSE,140430707,4200,RED RIVER ST,ST,35,FALSE,30.30461348,-97.71972668,2,0,1,0,1,0,1,0,Bicycle & Large passenger vehicle,POINT (-97.71972668 30.30461348),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 12 11:54:00 AM,2014 Feb 12 05:54:00 PM,FALSE,FALSE,0,,"250,000","270,000",79FF92615C,1,4200 RED RIVER ST,ONE MOTOR VEHICLE - GOING STRAIGHT
"2,895","13,704,859",FALSE,140540877,3200,CONGRESS,AVE,35,FALSE,30.23023695,-97.75987179,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.75987179 30.23023695),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 23 01:32:00 PM,2014 Feb 23 07:32:00 PM,FALSE,FALSE,0,,"20,000","40,000",110BD720C7,1,3200 S CONGRESS AVE,ANGLE - ONE STRAIGHT-ONE LEFT TURN
669,"13,650,616",FALSE,140081658,2200,STASSNEY,LN,35,FALSE,30.19386116,-97.75678353,3,0,0,1,2,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.75678353 30.19386116),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 08 10:25:00 PM,2014 Jan 09 04:25:00 AM,FALSE,FALSE,0,,"200,000","240,000",50C9DC1C59,1,2200 E STASSNEY LN,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
"3,054","13,707,899",FALSE,140560777,11200,NOT REPORTED,HWY,70,FALSE,30.13357804,-97.79863278,3,0,0,1,0,0,1,0,Large passenger vehicle & Other/Unknown,POINT (-97.79863278 30.13357804),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Feb 25 12:55:00 PM,2014 Feb 25 06:55:00 PM,FALSE,FALSE,0,,"200,000","200,000",B14A3D5899E,2,11200 IH 35,ONE MOTOR VEHICLE - GOING STRAIGHT
"2,597","13,697,034",FALSE,140391210,4100,MARTIN LUTHER KING JR BLVD,BLVD,45,FALSE,30.28474017,-97.6896565,3,0,0,2,1,0,2,0,Motor vehicle – other & Passenger car,POINT (-97.6896565 30.28474017),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 08 04:01:00 PM,2014 Feb 08 10:01:00 PM,FALSE,FALSE,0,,"200,000","420,000",DDD3206423,1,4100 E MARTIN LUTHER KING JR BLVD,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END
"2,701","13,699,886",FALSE,140400105,1700,HEATHERWILDE,BLVD,55,FALSE,30.43201976,-97.65443426,0,0,0,0,0,1,0,0,Passenger car,POINT (-97.65443426 30.43201976),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 09 12:57:00 AM,2014 Feb 09 06:57:00 AM,FALSE,FALSE,0,,"20,000","20,000",DFC9235CE2,1,1700 S HEATHERWILDE BLVD,ONE MOTOR VEHICLE - GOING STRAIGHT
863,"13,653,879",FALSE,140090546,13300,NOT REPORTED,EXPY,45,FALSE,30.43074392,-97.70077036,3,0,0,1,1,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.70077036 30.43074392),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2014 Jan 09 10:05:00 AM,2014 Jan 09 04:05:00 PM,FALSE,FALSE,0,,"200,000","220,000",B5F6CE2DD8,1,13300 LOOP 1 SVRD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED
"3,225","13,711,385",FALSE,140580333,4600,PLEASANT VALLEY,RD,35,FALSE,30.20158479,-97.74213247,2,0,1,0,1,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.74213247 30.20158479),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Feb 27 07:18:00 AM,2014 Feb 27 01:18:00 PM,FALSE,FALSE,0,,"250,000","270,000",17D24F4C8C,1,S PLEASANT VALLEY RD & BUTTON BEND RD,ANGLE - ONE STRAIGHT-ONE RIGHT TURN
"3,480","13,718,101",FALSE,140280947,1700,SLAUGHTER,LN,45,FALSE,30.17367484,-97.82191047,2,0,1,0,1,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.82191047 30.17367484),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2014 Jan 28 12:24:00 PM,2014 Jan 28 06:24:00 PM,FALSE,FALSE,0,,"250,000","270,000",AB16F35FE6,1,1700 W SLAUGHTER LN,OPPOSITE DIRECTION - BOTH GOING STRAIGHT
